,bullishness,fract_negative,fract_positive,n_negative,n_positive,n_token,rating,style
9722,0.0127,0.02631578947368421,0.039473684210526314,4,6,152,4.32,American Brown Ale
9723,0.0359,0.025,0.0625,2,5,80,4.72,American Brown Ale
9724,0.0988,0.02666666666666667,0.13333333333333333,2,10,75,3.93,American Brown Ale
9725,0.0588,0.0,0.06060606060606061,0,4,66,3.68,American Brown Ale
9726,-0.0445,0.078125,0.03125,5,2,64,3.71,American Brown Ale
9727,0.0817,0.021739130434782608,0.10869565217391304,1,5,46,3.71,American Brown Ale
9728,0.0322,0.02127659574468085,0.0547112462006079,7,18,329,3.85,American Brown Ale
9729,0.0628,0.009345794392523364,0.07476635514018691,1,8,107,4.47,American Brown Ale
9730,0.0334,0.03,0.065,6,13,200,3.89,American Brown Ale
9731,0.0468,0.018292682926829267,0.06707317073170732,3,11,164,3.3,American Brown Ale
9732,0.026,0.02702702702702703,0.05405405405405406,2,4,74,3.97,American Brown Ale
9733,0.0392,0.010101010101010102,0.050505050505050504,2,10,198,3.83,American Brown Ale
9734,0.0,0.02702702702702703,0.02702702702702703,3,3,111,3.0,American Brown Ale
9735,0.0437,0.0056179775280898875,0.05056179775280899,1,9,178,3.02,American Brown Ale
9736,0.0377,0.012987012987012988,0.05194805194805195,1,4,77,3.43,American Brown Ale
9737,-0.1014,0.12162162162162163,0.013513513513513514,9,1,74,1.23,American Brown Ale
9738,0.0183,0.018867924528301886,0.03773584905660377,1,2,53,1.63,American Brown Ale
9739,0.0198,0.006711409395973154,0.026845637583892617,1,4,149,3.82,American Brown Ale
9740,0.009,0.03773584905660377,0.04716981132075472,4,5,106,3.22,American Brown Ale
9741,0.0863,0.00909090909090909,0.1,1,11,110,4.0,American Brown Ale
9742,0.0706,0.012345679012345678,0.08641975308641975,1,7,81,3.25,American Brown Ale
9743,-0.0147,0.05384615384615385,0.038461538461538464,7,5,130,2.33,American Brown Ale
9744,0.0811,0.0,0.08450704225352113,0,12,142,3.18,American Brown Ale
9745,0.0592,0.025,0.0875,2,7,80,3.22,American Brown Ale
9746,0.0,0.025,0.025,2,2,80,2.75,American Brown Ale
9747,0.023,0.015748031496062992,0.03937007874015748,2,5,127,2.95,American Brown Ale
9748,0.0115,0.048484848484848485,0.06060606060606061,8,10,165,2.31,American Brown Ale
9749,-0.0221,0.03787878787878788,0.015151515151515152,5,2,132,1.44,American Brown Ale
9750,0.0541,0.0,0.05555555555555555,0,3,54,3.62,American Brown Ale
9751,0.0576,0.03508771929824561,0.09649122807017543,4,11,114,3.6,American Brown Ale
9752,0.0,0.0,0.0,0,0,51,2.93,American Brown Ale
9753,0.1335,0.0,0.14285714285714285,0,5,35,2.96,American Brown Ale
9754,0.076,0.02702702702702703,0.10810810810810811,1,4,37,3.23,American Brown Ale
9755,0.0123,0.02531645569620253,0.0379746835443038,2,3,79,3.28,American Brown Ale
9756,-0.023,0.060240963855421686,0.03614457831325301,5,3,83,3.22,American Brown Ale
9757,0.0,0.017543859649122806,0.017543859649122806,2,2,114,2.85,American Brown Ale
9758,0.0324,0.02247191011235955,0.056179775280898875,2,5,89,2.95,American Brown Ale
9759,0.0,0.015873015873015872,0.015873015873015872,1,1,63,2.36,American Brown Ale
9760,0.0065,0.026845637583892617,0.03355704697986577,4,5,149,2.56,American Brown Ale
9761,0.0343,0.03614457831325301,0.07228915662650602,3,6,83,2.0,American Brown Ale
9762,0.026,0.017857142857142856,0.044642857142857144,2,5,112,2.78,American Brown Ale
9763,0.0,0.024096385542168676,0.024096385542168676,2,2,83,2.7,American Brown Ale
9764,0.0,0.024390243902439025,0.024390243902439025,2,2,82,2.99,American Brown Ale
9765,0.058,0.022900763358778626,0.08396946564885496,3,11,131,2.58,American Brown Ale
9766,-0.0073,0.04580152671755725,0.03816793893129771,6,5,131,3.03,American Brown Ale
9767,0.0862,0.02040816326530612,0.11224489795918367,2,11,98,3.9,American Brown Ale
9768,0.0681,0.014285714285714285,0.08571428571428572,1,6,70,2.58,American Brown Ale
9769,0.0339,0.0,0.034482758620689655,0,1,29,2.5,American Brown Ale
9770,0.0562,0.008333333333333333,0.06666666666666667,1,8,120,3.75,American Brown Ale
9771,0.0313,0.03278688524590164,0.06557377049180328,2,4,61,2.3,American Brown Ale
9772,-0.0089,0.02727272727272727,0.01818181818181818,3,2,110,2.73,American Brown Ale
9773,0.0411,0.02142857142857143,0.06428571428571428,3,9,140,2.6,American Brown Ale
9774,0.0,0.07272727272727272,0.07272727272727272,4,4,55,2.5,American Brown Ale
9775,0.071,0.0,0.07352941176470588,0,5,68,2.97,American Brown Ale
9776,-0.0165,0.03977272727272727,0.022727272727272728,7,4,176,1.88,American Brown Ale
9777,0.0475,0.009828009828009828,0.05896805896805897,4,24,407,2.32,American Brown Ale
9778,-0.018,0.027522935779816515,0.009174311926605505,6,2,218,2.48,American Brown Ale
9779,0.0708,0.034482758620689655,0.1103448275862069,5,16,145,3.51,American Brown Ale
9780,0.0,0.022304832713754646,0.022304832713754646,6,6,269,3.25,American Brown Ale
9781,0.0755,0.0,0.0784313725490196,0,4,51,3.7,American Brown Ale
9782,0.0247,0.02564102564102564,0.05128205128205128,1,2,39,3.0,American Brown Ale
9783,0.0786,0.025806451612903226,0.10967741935483871,4,17,155,3.0,American Brown Ale
9784,0.0299,0.03125,0.0625,5,10,160,2.75,American Brown Ale
9785,0.0233,0.024154589371980676,0.04830917874396135,5,10,207,3.18,American Brown Ale
9786,0.0252,0.031578947368421054,0.05789473684210526,6,11,190,3.22,American Brown Ale
9787,0.0,0.0,0.0,0,0,54,3.57,American Brown Ale
9788,0.0576,0.008547008547008548,0.06837606837606838,1,8,117,3.42,American Brown Ale
9789,0.0846,0.0,0.08823529411764706,0,6,68,3.09,American Brown Ale
9790,0.0785,0.020833333333333332,0.10416666666666667,1,5,48,3.33,American Brown Ale
9791,0.0846,0.0,0.08823529411764706,0,6,68,3.3,American Brown Ale
9792,-0.0323,0.05,0.016666666666666666,3,1,60,2.53,American Brown Ale
9793,-0.0168,0.034482758620689655,0.017241379310344827,2,1,58,1.73,American Brown Ale
9794,0.0518,0.021739130434782608,0.07608695652173914,2,7,92,2.82,American Brown Ale
9795,0.0069,0.02857142857142857,0.03571428571428571,4,5,140,3.0,American Brown Ale
9796,0.0361,0.014925373134328358,0.05223880597014925,4,14,268,4.42,American Brown Ale
9797,-0.0263,0.0547945205479452,0.0273972602739726,4,2,73,2.73,American Brown Ale
9798,0.0449,0.009259259259259259,0.05555555555555555,1,6,108,2.43,American Brown Ale
9799,0.0212,0.04477611940298507,0.06716417910447761,6,9,134,2.58,American Brown Ale
9800,0.0,0.022727272727272728,0.022727272727272728,2,2,88,2.56,American Brown Ale
9801,0.0261,0.027210884353741496,0.05442176870748299,4,8,147,3.47,American Brown Ale
9802,0.0282,0.014492753623188406,0.043478260869565216,2,6,138,2.53,American Brown Ale
9803,0.0108,0.022099447513812154,0.03314917127071823,4,6,181,2.92,American Brown Ale
9804,0.0221,0.015151515151515152,0.03787878787878788,2,5,132,3.28,American Brown Ale
9805,0.0351,0.012048192771084338,0.04819277108433735,1,4,83,3.12,American Brown Ale
9806,0.0685,0.016,0.088,2,11,125,4.15,American Brown Ale
9807,0.0113,0.011494252873563218,0.022988505747126436,1,2,87,2.74,American Brown Ale
9808,0.0458,0.015873015873015872,0.06349206349206349,2,8,126,3.18,American Brown Ale
9809,0.0368,0.03896103896103896,0.07792207792207792,3,6,77,3.02,American Brown Ale
9810,0.0278,0.014285714285714285,0.04285714285714286,1,3,70,2.53,American Brown Ale
9811,0.0252,0.015544041450777202,0.04145077720207254,3,8,193,2.72,American Brown Ale
9812,0.0385,0.021897810218978103,0.06204379562043796,6,17,274,3.28,American Brown Ale
9813,0.0218,0.022556390977443608,0.045112781954887216,3,6,133,2.63,American Brown Ale
9814,0.045,0.011627906976744186,0.05813953488372093,2,10,172,3.3,American Brown Ale
9815,0.0375,0.007692307692307693,0.046153846153846156,1,6,130,3.37,American Brown Ale
9816,0.0098,0.009900990099009901,0.019801980198019802,1,2,101,3.85,American Brown Ale
9817,0.023,0.0078125,0.03125,1,4,128,3.11,American Brown Ale
9818,0.0077,0.015625,0.0234375,2,3,128,3.06,American Brown Ale
9819,0.0,0.03418803418803419,0.03418803418803419,4,4,117,2.8,American Brown Ale
9820,0.0196,0.030612244897959183,0.05102040816326531,3,5,98,2.78,American Brown Ale
9821,-0.0189,0.049019607843137254,0.029411764705882353,5,3,102,2.22,American Brown Ale
9822,0.0251,0.02608695652173913,0.05217391304347826,3,6,115,3.18,American Brown Ale
9823,-0.0113,0.03488372093023256,0.023255813953488372,3,2,86,2.8,American Brown Ale
9824,0.0598,0.0,0.06164383561643835,0,9,146,2.81,American Brown Ale
9825,0.0453,0.013422818791946308,0.06040268456375839,2,9,149,2.64,American Brown Ale
9826,0.0449,0.009259259259259259,0.05555555555555555,1,6,108,2.88,American Brown Ale
9827,0.0189,0.039603960396039604,0.0594059405940594,4,6,101,2.61,American Brown Ale
9828,0.0404,0.0,0.041237113402061855,0,4,97,2.43,American Brown Ale
9829,0.0299,0.03125,0.0625,2,4,64,2.23,American Brown Ale
9830,0.0,0.008849557522123894,0.008849557522123894,1,1,113,1.7,American Brown Ale
9831,0.0517,0.015384615384615385,0.06923076923076923,2,9,130,3.63,American Brown Ale
9832,0.0382,0.02666666666666667,0.06666666666666667,2,5,75,3.51,American Brown Ale
9833,0.0702,0.018518518518518517,0.09259259259259259,2,10,108,3.02,American Brown Ale
9834,0.0154,0.04878048780487805,0.06504065040650407,6,8,123,2.72,American Brown Ale
9835,0.0,0.058823529411764705,0.058823529411764705,6,6,102,3.08,American Brown Ale
9836,0.0284,0.0297029702970297,0.0594059405940594,3,6,101,2.83,American Brown Ale
9837,0.025,0.01935483870967742,0.04516129032258064,3,7,155,1.91,American Brown Ale
9838,0.0846,0.014925373134328358,0.1044776119402985,1,7,67,2.73,American Brown Ale
9839,0.0645,0.01694915254237288,0.0847457627118644,1,5,59,2.37,American Brown Ale
9840,0.0581,0.017391304347826087,0.0782608695652174,2,9,115,2.93,American Brown Ale
9841,0.0096,0.0196078431372549,0.029411764705882353,2,3,102,2.59,American Brown Ale
9842,0.0355,0.031055900621118012,0.06832298136645963,5,11,161,2.73,American Brown Ale
9843,0.0469,0.008064516129032258,0.056451612903225805,1,7,124,2.7,American Brown Ale
9844,0.0,0.04411764705882353,0.04411764705882353,3,3,68,2.1,American Brown Ale
9845,0.0051,0.031914893617021274,0.03723404255319149,6,7,188,2.14,American Brown Ale
9846,0.0372,0.023255813953488372,0.06201550387596899,6,16,258,3.4,American Brown Ale
9847,0.0294,0.03076923076923077,0.06153846153846154,2,4,65,2.52,American Brown Ale
9848,0.037,0.019230769230769232,0.057692307692307696,3,9,156,3.91,American Brown Ale
9849,0.0368,0.02564102564102564,0.0641025641025641,2,5,78,2.81,American Brown Ale
9850,0.0438,0.02030456852791878,0.06598984771573604,4,13,197,2.69,American Brown Ale
9851,0.0233,0.036585365853658534,0.06097560975609756,3,5,82,2.75,American Brown Ale
9852,0.0,0.046875,0.046875,3,3,64,2.11,American Brown Ale
9853,0.0478,0.036231884057971016,0.08695652173913043,5,12,138,3.4,American Brown Ale
9854,0.091,0.0,0.09523809523809523,0,6,63,3.2,American Brown Ale
9855,0.0616,0.05,0.11666666666666667,3,7,60,2.62,American Brown Ale
9856,-0.0138,0.04285714285714286,0.02857142857142857,3,2,70,3.18,American Brown Ale
9857,0.0,0.031007751937984496,0.031007751937984496,4,4,129,2.5,American Brown Ale
9858,0.0121,0.044585987261146494,0.05732484076433121,7,9,157,3.18,American Brown Ale
9859,0.0073,0.03816793893129771,0.04580152671755725,5,6,131,2.65,American Brown Ale
9860,0.0726,0.03333333333333333,0.1111111111111111,3,10,90,3.45,American Brown Ale
9861,0.0229,0.018867924528301886,0.04245283018867924,4,9,212,3.61,American Brown Ale
9862,0.0127,0.05405405405405406,0.06756756756756757,4,5,74,2.88,American Brown Ale
9863,0.0,0.06060606060606061,0.06060606060606061,2,2,33,3.36,American Brown Ale
9864,0.0614,0.025974025974025976,0.09090909090909091,2,7,77,3.25,American Brown Ale
9865,0.0233,0.024096385542168676,0.04819277108433735,2,4,83,2.98,American Brown Ale
9866,0.0347,0.036585365853658534,0.07317073170731707,3,6,82,2.41,American Brown Ale
9867,-0.0041,0.03389830508474576,0.029661016949152543,8,7,236,2.33,American Brown Ale
9868,0.0296,0.02040816326530612,0.05102040816326531,2,5,98,2.44,American Brown Ale
9869,0.0317,0.01639344262295082,0.04918032786885246,1,3,61,2.0,American Brown Ale
9870,0.0396,0.03125,0.07291666666666667,3,7,96,3.13,American Brown Ale
9871,0.0101,0.027777777777777776,0.03819444444444445,8,11,288,2.98,American Brown Ale
9872,-0.0305,0.05263157894736842,0.021052631578947368,5,2,95,1.46,American Brown Ale
9873,0.0079,0.02452316076294278,0.0326975476839237,9,12,367,3.48,American Brown Ale
9874,0.0113,0.060240963855421686,0.07228915662650602,5,6,83,2.23,American Brown Ale
9875,0.1355,0.01639344262295082,0.16393442622950818,1,10,61,3.23,American Brown Ale
9876,0.0296,0.019157088122605363,0.04980842911877394,5,13,261,4.24,American Brown Ale
9877,-0.0239,0.07627118644067797,0.05084745762711865,9,6,118,1.51,American Brown Ale
9878,0.0204,0.031914893617021274,0.05319148936170213,3,5,94,2.7,American Brown Ale
9879,-0.0274,0.08823529411764706,0.058823529411764705,9,6,102,3.07,American Brown Ale
9880,0.0238,0.014634146341463415,0.03902439024390244,3,8,205,2.1,American Brown Ale
9881,-0.0118,0.024096385542168676,0.012048192771084338,2,1,83,2.21,American Brown Ale
9882,0.0333,0.017241379310344827,0.05172413793103448,2,6,116,3.0,American Brown Ale
9883,0.0458,0.03225806451612903,0.08064516129032258,2,5,62,2.89,American Brown Ale
9884,0.0441,0.00909090909090909,0.05454545454545454,1,6,110,3.0,American Brown Ale
9885,0.0513,0.010638297872340425,0.06382978723404255,1,6,94,3.0,American Brown Ale
9886,0.0572,0.007407407407407408,0.06666666666666667,1,9,135,3.83,American Brown Ale
9887,-0.0141,0.02877697841726619,0.014388489208633094,4,2,139,2.8,American Brown Ale
9888,0.0101,0.03125,0.041666666666666664,3,4,96,1.79,American Brown Ale
9889,0.016,0.0,0.016129032258064516,0,1,62,1.99,American Brown Ale
9890,0.027,0.0223463687150838,0.05027932960893855,4,9,179,3.2,American Brown Ale
9891,0.0,0.0375,0.0375,3,3,80,1.06,American Brown Ale
9892,0.0112,0.022988505747126436,0.034482758620689655,4,6,174,2.38,American Brown Ale
9893,0.0087,0.05555555555555555,0.06481481481481481,6,7,108,2.95,American Brown Ale
9894,0.0142,0.04477611940298507,0.05970149253731343,3,4,67,2.42,American Brown Ale
9895,0.0639,0.02247191011235955,0.0898876404494382,2,8,89,3.08,American Brown Ale
9896,0.0841,0.017857142857142856,0.10714285714285714,1,6,56,2.43,American Brown Ale
9897,-0.0124,0.038461538461538464,0.02564102564102564,3,2,78,2.33,American Brown Ale
9898,0.0465,0.016129032258064516,0.06451612903225806,1,4,62,3.03,American Brown Ale
9899,0.058,0.0,0.05970149253731343,0,4,67,1.92,American Brown Ale
9900,0.0197,0.023728813559322035,0.04406779661016949,7,13,295,2.48,American Brown Ale
9901,0.0098,0.009900990099009901,0.019801980198019802,1,2,101,2.53,American Brown Ale
9902,0.0,0.06060606060606061,0.06060606060606061,4,4,66,3.85,American Brown Ale
9903,0.0,0.03636363636363636,0.03636363636363636,2,2,55,3.22,American Brown Ale
9904,0.0,0.02040816326530612,0.02040816326530612,2,2,98,1.88,American Brown Ale
9905,0.0263,0.0,0.02666666666666667,0,2,75,3.25,American Brown Ale
9906,0.0299,0.03125,0.0625,3,6,96,3.31,American Brown Ale
9907,-0.0166,0.05574912891986063,0.03832752613240418,16,11,287,1.54,American Brown Ale
9908,0.0953,0.010101010101010102,0.1111111111111111,1,11,99,3.56,American Brown Ale
9909,0.0513,0.02702702702702703,0.08108108108108109,2,6,74,2.83,American Brown Ale
9910,-0.0057,0.029069767441860465,0.023255813953488372,5,4,172,2.06,American Brown Ale
9911,0.0,0.03488372093023256,0.03488372093023256,3,3,86,2.63,American Brown Ale
9912,-0.0339,0.05263157894736842,0.017543859649122806,3,1,57,2.3,American Brown Ale
9913,0.0576,0.02608695652173913,0.08695652173913043,3,10,115,3.08,American Brown Ale
9914,-0.0041,0.02531645569620253,0.02109704641350211,6,5,237,2.67,American Brown Ale
9915,0.0583,0.02040816326530612,0.08163265306122448,2,8,98,2.74,American Brown Ale
9916,-0.0077,0.031496062992125984,0.023622047244094488,4,3,127,3.09,American Brown Ale
9917,0.014,0.014285714285714285,0.02857142857142857,2,4,140,1.17,American Brown Ale
9918,-0.0084,0.061946902654867256,0.05309734513274336,7,6,113,2.58,American Brown Ale
9919,0.0,0.028169014084507043,0.028169014084507043,2,2,71,2.33,American Brown Ale
9920,0.023,0.023809523809523808,0.047619047619047616,2,4,84,2.76,American Brown Ale
9921,-0.0054,0.0335195530726257,0.027932960893854747,6,5,179,2.72,American Brown Ale
9922,-0.0359,0.0759493670886076,0.0379746835443038,6,3,79,2.16,American Brown Ale
9923,0.02,0.020618556701030927,0.041237113402061855,2,4,97,3.3,American Brown Ale
9924,0.0764,0.016129032258064516,0.0967741935483871,1,6,62,2.71,American Brown Ale
9925,0.0,0.0,0.0,0,0,61,2.84,American Brown Ale
9926,0.0375,0.007692307692307693,0.046153846153846156,1,6,130,2.18,American Brown Ale
9927,0.0054,0.01928374655647383,0.024793388429752067,7,9,363,2.51,American Brown Ale
9928,0.0328,0.022727272727272728,0.056818181818181816,2,5,88,2.85,American Brown Ale
9929,0.1243,0.0,0.1323529411764706,0,9,68,3.64,American Brown Ale
9930,0.014,0.04411764705882353,0.058823529411764705,3,4,68,2.71,American Brown Ale
9931,0.0127,0.04,0.05333333333333334,6,8,150,2.64,American Brown Ale
9932,0.0,0.046052631578947366,0.046052631578947366,7,7,152,2.91,American Brown Ale
9933,0.015,0.047619047619047616,0.06349206349206349,3,4,63,3.65,American Brown Ale
9934,0.0403,0.0045871559633027525,0.045871559633027525,1,10,218,2.45,American Brown Ale
9935,0.0113,0.023255813953488372,0.03488372093023256,2,3,86,2.81,American Brown Ale
9936,0.0426,0.022222222222222223,0.06666666666666667,3,9,135,4.33,American Brown Ale
9937,0.0377,0.0196078431372549,0.058823529411764705,2,6,102,2.88,American Brown Ale
9938,0.0123,0.025423728813559324,0.038135593220338986,6,9,236,3.4,American Brown Ale
9939,-0.0114,0.023255813953488372,0.011627906976744186,2,1,86,1.8,American Brown Ale
9940,0.0526,0.027777777777777776,0.08333333333333333,1,3,36,2.78,American Brown Ale
9941,0.0,0.023529411764705882,0.023529411764705882,2,2,85,2.0,American Brown Ale
9942,0.0556,0.009615384615384616,0.0673076923076923,1,7,104,3.18,American Brown Ale
9943,0.0683,0.020618556701030927,0.09278350515463918,2,9,97,2.56,American Brown Ale
9944,0.0408,0.014084507042253521,0.056338028169014086,1,4,71,3.0,American Brown Ale
9945,0.0,0.078125,0.078125,5,5,64,2.63,American Brown Ale
9946,0.0992,0.0,0.10429447852760736,0,17,163,3.41,American Brown Ale
9947,0.0071,0.021739130434782608,0.028985507246376812,3,4,138,2.5,American Brown Ale
9948,0.0387,0.0,0.039473684210526314,0,6,152,3.7,American Brown Ale
9949,0.0216,0.028089887640449437,0.05056179775280899,5,9,178,3.42,American Brown Ale
9950,0.0413,0.034934497816593885,0.07860262008733625,8,18,229,3.41,American Brown Ale
9951,0.0078,0.040983606557377046,0.04918032786885246,5,6,122,3.98,American Brown Ale
9952,0.0385,0.02,0.06,2,6,100,3.88,American Brown Ale
9953,0.0271,0.04,0.06857142857142857,7,12,175,4.03,American Brown Ale
9954,0.0093,0.01904761904761905,0.02857142857142857,2,3,105,4.35,American Brown Ale
9955,0.0,0.061224489795918366,0.061224489795918366,3,3,49,3.68,American Brown Ale
9956,0.0208,0.021505376344086023,0.043010752688172046,2,4,93,3.8,American Brown Ale
9957,0.0299,0.01020408163265306,0.04081632653061224,1,4,98,3.59,American Brown Ale
9958,0.0426,0.01098901098901099,0.054945054945054944,1,5,91,4.18,American Brown Ale
9959,0.081,0.024691358024691357,0.1111111111111111,2,9,81,3.72,American Brown Ale
9960,0.0959,0.006756756756756757,0.10810810810810811,1,16,148,4.0,American Brown Ale
9961,0.0896,0.0,0.09375,0,9,96,3.79,American Brown Ale
9962,-0.0098,0.04040404040404041,0.030303030303030304,4,3,99,3.98,American Brown Ale
9963,0.0134,0.027777777777777776,0.041666666666666664,4,6,144,3.87,American Brown Ale
9964,0.0395,0.008130081300813009,0.04878048780487805,1,6,123,4.51,American Brown Ale
9965,0.05,0.02631578947368421,0.07894736842105263,4,12,152,3.82,American Brown Ale
9966,0.0375,0.0234375,0.0625,3,8,128,3.91,American Brown Ale
9967,0.014,0.028985507246376812,0.043478260869565216,4,6,138,3.54,American Brown Ale
9968,0.0481,0.013636363636363636,0.06363636363636363,3,14,220,3.35,American Brown Ale
9969,0.0232,0.03225806451612903,0.056451612903225805,4,7,124,3.5,American Brown Ale
9970,0.0364,0.030534351145038167,0.06870229007633588,4,9,131,3.85,American Brown Ale
9971,0.0308,0.024,0.056,3,7,125,4.12,American Brown Ale
9972,0.0317,0.0472972972972973,0.08108108108108109,7,12,148,3.2,American Brown Ale
9973,0.0377,0.02631578947368421,0.06578947368421052,2,5,76,3.74,American Brown Ale
9974,0.0317,0.05084745762711865,0.0847457627118644,6,10,118,3.63,American Brown Ale
9975,0.0288,0.042682926829268296,0.07317073170731707,7,12,164,4.27,American Brown Ale
9976,0.0273,0.02358490566037736,0.05188679245283019,5,11,212,3.54,American Brown Ale
9977,0.0,0.0425531914893617,0.0425531914893617,4,4,94,3.65,American Brown Ale
9978,0.1151,0.012345679012345678,0.13580246913580246,1,11,81,4.11,American Brown Ale
9979,0.0183,0.03827751196172249,0.05741626794258373,8,12,209,4.48,American Brown Ale
9980,0.0656,0.0,0.06779661016949153,0,4,59,3.21,American Brown Ale
9981,0.0127,0.04666666666666667,0.06,7,9,150,3.98,American Brown Ale
9982,0.05,0.012987012987012988,0.06493506493506493,1,5,77,3.98,American Brown Ale
9983,-0.0294,0.029850746268656716,0.0,2,0,67,3.29,American Brown Ale
9984,0.0696,0.00909090909090909,0.08181818181818182,1,9,110,3.53,American Brown Ale
9985,0.0,0.06172839506172839,0.06172839506172839,5,5,81,2.9,American Brown Ale
9986,0.0,0.046875,0.046875,3,3,64,4.06,American Brown Ale
9987,0.0364,0.02531645569620253,0.06329113924050633,2,5,79,3.5,American Brown Ale
9988,0.0294,0.011320754716981131,0.04150943396226415,3,11,265,4.15,American Brown Ale
9989,0.0117,0.016786570743405275,0.02877697841726619,7,12,417,4.52,American Brown Ale
9990,0.04,0.031578947368421054,0.07368421052631578,3,7,95,4.62,American Brown Ale
9991,0.077,0.010101010101010102,0.09090909090909091,1,9,99,4.35,American Brown Ale
9992,0.0566,0.019801980198019802,0.07920792079207921,2,8,101,3.6,American Brown Ale
9993,0.0723,0.0,0.075,0,6,80,3.85,American Brown Ale
9994,0.0629,0.02666666666666667,0.09333333333333334,4,14,150,3.53,American Brown Ale
9995,-0.02,0.030612244897959183,0.01020408163265306,6,2,196,3.25,American Brown Ale
9996,-0.0032,0.036544850498338874,0.03322259136212625,11,10,301,2.59,American Brown Ale
9997,0.045,0.034013605442176874,0.08163265306122448,5,12,147,4.15,American Brown Ale
9998,0.0541,0.03278688524590164,0.09016393442622951,4,11,122,3.97,American Brown Ale
9999,0.0468,0.030864197530864196,0.08024691358024691,5,13,162,3.88,American Brown Ale
10000,0.0476,0.0379746835443038,0.08860759493670886,3,7,79,3.29,American Brown Ale
10001,0.014,0.02158273381294964,0.03597122302158273,3,5,139,3.61,American Brown Ale
10002,0.0236,0.04361370716510903,0.06853582554517133,14,22,321,3.82,American Brown Ale
10003,0.0656,0.03508771929824561,0.10526315789473684,4,12,114,3.67,American Brown Ale
10004,0.0348,0.008928571428571428,0.044642857142857144,1,5,112,3.55,American Brown Ale
10005,0.065,0.03076923076923077,0.1,4,13,130,3.4,American Brown Ale
10006,0.0374,0.029411764705882353,0.06862745098039216,3,7,102,3.75,American Brown Ale
10007,0.0359,0.006134969325153374,0.04294478527607362,1,7,163,4.0,American Brown Ale
10008,0.0513,0.021505376344086023,0.07526881720430108,2,7,93,4.01,American Brown Ale
10009,0.0333,0.008547008547008548,0.042735042735042736,1,5,117,4.0,American Brown Ale
10010,0.0408,0.043478260869565216,0.08695652173913043,2,4,46,3.74,American Brown Ale
10011,0.012,0.05063291139240506,0.06329113924050633,4,5,79,4.0,American Brown Ale
10012,0.0,0.04081632653061224,0.04081632653061224,6,6,147,3.58,American Brown Ale
10013,0.07,0.014705882352941176,0.08823529411764706,1,6,68,3.06,American Brown Ale
10014,0.0723,0.0,0.075,0,6,80,3.13,American Brown Ale
10015,0.0331,0.03482587064676617,0.06965174129353234,7,14,201,3.38,American Brown Ale
10016,0.0215,0.022222222222222223,0.044444444444444446,1,2,45,3.81,American Brown Ale
10017,0.011,0.046511627906976744,0.05813953488372093,4,5,86,3.37,American Brown Ale
10018,0.0652,0.047058823529411764,0.11764705882352941,4,10,85,4.13,American Brown Ale
10019,0.078,0.04716981132075472,0.1320754716981132,5,14,106,3.55,American Brown Ale
10020,0.0081,0.03361344537815126,0.04201680672268908,4,5,119,3.28,American Brown Ale
10021,0.0245,0.03418803418803419,0.05982905982905983,4,7,117,3.38,American Brown Ale
10022,0.0846,0.0,0.08823529411764706,0,6,68,2.86,American Brown Ale
10023,0.0547,0.0,0.056179775280898875,0,5,89,3.81,American Brown Ale
10024,0.0529,0.022222222222222223,0.07777777777777778,2,7,90,4.08,American Brown Ale
10025,0.098,0.0,0.10294117647058823,0,7,68,3.34,American Brown Ale
10026,0.0114,0.023529411764705882,0.03529411764705882,2,3,85,2.99,American Brown Ale
10027,0.0,0.048,0.048,6,6,125,3.65,American Brown Ale
10028,0.023,0.011764705882352941,0.03529411764705882,2,6,170,3.48,American Brown Ale
10029,0.0211,0.021739130434782608,0.043478260869565216,5,10,230,3.63,American Brown Ale
10030,0.0471,0.05063291139240506,0.10126582278481013,4,8,79,3.2,American Brown Ale
10031,0.0252,0.020833333333333332,0.046875,4,9,192,3.88,American Brown Ale
10032,0.0331,0.017094017094017096,0.05128205128205128,4,12,234,4.47,American Brown Ale
10033,0.0521,0.05056179775280899,0.10674157303370786,9,19,178,3.88,American Brown Ale
10034,0.0,0.0,0.0,0,0,81,3.21,American Brown Ale
10035,0.0183,0.03184713375796178,0.050955414012738856,5,8,157,4.1,American Brown Ale
10036,0.0312,0.023423423423423424,0.055855855855855854,13,31,555,3.23,American Brown Ale
10037,0.011,0.034482758620689655,0.04597701149425287,3,4,87,3.03,American Brown Ale
10038,0.0591,0.02072538860103627,0.08290155440414508,4,16,193,3.53,American Brown Ale
10039,0.0531,0.009174311926605505,0.06422018348623854,1,7,109,4.08,American Brown Ale
10040,0.0,0.025806451612903226,0.025806451612903226,4,4,155,4.01,American Brown Ale
10041,0.0402,0.031746031746031744,0.07407407407407407,6,14,189,4.4,American Brown Ale
10042,0.0706,0.0,0.07317073170731707,0,6,82,3.93,American Brown Ale
10043,0.0,0.04504504504504504,0.04504504504504504,5,5,111,3.5,American Brown Ale
10044,0.0432,0.03428571428571429,0.08,6,14,175,3.65,American Brown Ale
10045,0.0175,0.030303030303030304,0.048484848484848485,5,8,165,4.14,American Brown Ale
10046,0.0423,0.02962962962962963,0.07407407407407407,4,10,135,3.91,American Brown Ale
10047,0.0131,0.020134228187919462,0.03355704697986577,3,5,149,1.64,American Brown Ale
10048,0.0305,0.032,0.064,4,8,125,3.47,American Brown Ale
