,topic1,topic2,style
173,0.02384436188402153,0.007224543248973671,Porter
174,0.025331823052035858,0.0,Porter
175,0.022660906547325103,0.00948489820187689,Porter
176,0.01673117767641702,0.0003136650517245121,Porter
177,0.02807350855231866,0.009502212492833707,Porter
178,0.013718643581319778,0.018391018508927454,Porter
179,0.021280509119876886,0.0,Porter
180,0.032011654444258714,0.002228598349701336,Porter
181,0.013382670681281414,0.0,Porter
182,0.026288903661287114,0.004584380466574186,Porter
183,0.025952956131503852,0.0,Porter
184,0.03569288603962321,0.0,Porter
185,0.02413823167924926,0.002780433033058363,Porter
186,0.0193020802992495,0.001603961212768602,Porter
187,0.01744958358237989,9.48548518841614e-05,Porter
188,0.009982815099884997,0.006007359200671829,Porter
189,0.02542557804122929,0.0005066750171609551,Porter
190,0.03597408004182122,0.0,Porter
191,0.026920833770556065,0.0,Porter
192,0.025407378249185975,0.0,Porter
193,0.03647699823823132,0.0,Porter
194,0.02864611351614562,0.0,Porter
195,0.02427014009524189,0.0,Porter
196,0.0210996116813405,0.0,Porter
197,0.03212835450376729,0.0,Porter
198,0.0025021166742288706,0.003310781999552774,Porter
199,0.020446306940093077,0.0,Porter
200,0.04096697037084429,0.0015376357070518067,Porter
201,0.027929301638794653,0.0,Porter
202,0.01674760454762125,0.0,Porter
203,0.03258648090540681,0.0,Porter
204,0.01887982806904422,0.0,Porter
205,0.02257721464741479,0.0,Porter
206,0.00303470381717026,0.006529595448793833,Porter
207,0.02706258382678084,0.0,Porter
208,0.017816523375402363,0.0038558279479448485,Porter
209,0.013974401857848517,0.0004176070481430201,Porter
210,0.025155923978265538,0.0,Porter
211,0.03389173411490602,0.0,Porter
212,0.0277437582888149,0.0,Porter
213,0.01481777713719234,0.0,Porter
214,0.016653006857671675,0.0,Porter
215,0.012829154737078024,0.00304213281835655,Porter
216,0.017151475725643395,0.005500391701146215,Porter
217,0.028255685033959112,0.0,Porter
218,0.023438734971479767,0.003426308360498956,Porter
219,0.025351250406226024,0.0,Porter
220,0.0275795637027115,0.00017647392165491115,Porter
221,0.033523645552591394,0.0034654788177020364,Porter
222,0.016847125042316793,0.0002838479625095762,Porter
223,0.02287410998772159,0.010172559175809082,Porter
224,0.025457332446928157,0.0025728356931483004,Porter
225,0.00036397281247779463,0.001829832472840237,Porter
226,0.024979474620855875,0.0,Porter
227,0.024997522452312976,0.0035200401048229983,Porter
228,0.01344068723872688,0.003629925024666382,Porter
229,0.027266768819219304,0.0,Porter
230,0.028931378954609385,0.0,Porter
231,0.031204956519894488,0.004014031903169308,Porter
232,0.024972594233346603,0.0,Porter
233,0.025220180828133047,0.0,Porter
234,0.019108796756507486,0.0009386575078588714,Porter
235,0.033653059182511456,0.0,Porter
236,0.032261780921696646,0.0,Porter
237,0.010175168016164412,0.003674868412141535,Porter
238,0.01974186719694456,0.0,Porter
239,0.01996066890337131,0.0,Porter
240,0.02856659753419983,0.0016876010844648283,Porter
241,0.030881100070107952,0.0,Porter
242,0.012799528912755535,0.002163867806122155,Porter
243,0.01721964882062317,0.00015751274856859915,Porter
244,0.01817123613078546,0.0024301003474901067,Porter
245,0.0214907482392961,0.0008211266398320303,Porter
246,0.030862281795598013,0.0,Porter
247,0.027140947435616253,0.002926815854109571,Porter
248,0.031045287971797005,0.0,Porter
249,0.02540983815015663,0.0,Porter
250,0.03165226880027399,0.00571619257872659,Porter
251,0.01620552741293303,0.0,Porter
252,0.015589540908873593,0.0,Porter
253,0.02667382895125663,0.0,Porter
254,0.02055215811927359,0.0,Porter
255,0.02507870685276905,0.0,Porter
256,0.012685462098604426,0.0,Porter
257,0.009131820372563784,0.0018523361984311973,Porter
258,0.021886548207562292,0.0,Porter
259,0.04054931922482108,0.0,Porter
260,0.027050871492499903,0.0,Porter
261,0.025264832682198344,0.0,Porter
262,0.019162161058180152,0.0,Porter
263,0.01880701945796567,0.008030849175635789,Porter
264,0.026112967238864495,0.0,Porter
265,0.024000531790414156,0.0011226216805891285,Porter
266,0.02238061444127924,0.0033209152356969028,Porter
267,0.015343628942332774,0.0,Porter
268,0.025058862401866982,0.0,Porter
269,0.01696801039460539,0.0,Porter
270,0.01731260013286028,0.0,Porter
271,0.02132183101568832,0.002085757098592839,Porter
272,0.02590755368743801,0.0,Porter
273,0.0036872605889369664,0.0026661113543377615,Porter
274,0.012090402338387731,0.0,Porter
275,0.02917174072287181,0.0027266946635769347,Porter
276,0.025884729207606524,0.0,Porter
277,0.026915073009324955,0.002966988818950879,Porter
278,0.038645631170187496,0.0,Porter
279,0.01665026059771245,0.0007969902395097016,Porter
280,0.043105801364474866,0.0,Porter
281,0.011961003067267658,0.002549907558790004,Porter
282,0.013292513342386014,0.0,Porter
283,0.008440700142902581,0.00569747750255445,Porter
284,0.0024857393579253008,0.006407561338388183,Porter
285,0.0060490077635471035,0.0,Porter
286,0.017046926608012263,0.0,Porter
287,0.006172861434065206,0.0013139517285097602,Porter
288,0.032094207740771145,0.0,Porter
289,0.03599266761250733,0.0,Porter
290,0.027421618754896272,0.0,Porter
291,0.001687514601338634,0.003424096419438039,Porter
292,0.011646025342650355,0.0012090786087184905,Porter
293,0.028666292267636867,0.0,Porter
294,0.025134915198457515,0.007030228875792634,Porter
295,0.03103979460592698,0.0,Porter
296,0.013630946165007898,0.00638951350739328,Porter
297,0.032932922436415824,0.0,Porter
298,0.023658976411602136,0.0,Porter
299,0.027170369798069523,0.0013026046958839414,Porter
300,0.015422037733018784,0.0007835022721368051,Porter
301,0.022959744887837096,0.002913401093090799,Porter
302,0.00913102073358707,0.00588365837296832,Porter
303,0.017250875279747092,0.0,Porter
304,0.0152086765435063,0.0005219937803094147,Porter
305,0.015283180371290986,0.0,Porter
306,0.013476890540442895,0.0,Porter
307,0.020878376037774003,0.0016698257835069288,Porter
308,0.00839230931655625,0.0,Porter
309,0.026726546008653113,0.0,Porter
310,0.026518012699550043,0.0,Porter
311,0.02883237295197645,0.0,Porter
312,0.026311984529258488,0.004756854676573674,Porter
313,0.020554133336282938,0.0,Porter
314,0.025764878365669375,0.0028282440743109677,Porter
315,0.007955289310316527,0.005337954617665602,Porter
316,0.02025174292828015,0.005453144682409216,Porter
317,0.029629546728712253,0.0,Porter
318,0.006034767319880671,0.0024114628251765604,Porter
319,0.041555593721316335,0.0,Porter
320,0.030903815029205226,0.0007064747876589122,Porter
321,0.02984807942382544,0.0,Porter
322,0.03195235236327288,0.0,Porter
323,0.022101134428984957,0.0,Porter
324,0.0225120445101547,0.0,Porter
325,0.014991389456464664,0.0,Porter
326,0.030680713251272702,0.004848160296224787,Porter
327,0.02093996169831236,0.006422648693073405,Porter
328,0.02346367335424165,0.0,Porter
329,0.02509990859808608,0.0,Porter
330,0.025870055735255866,0.003196892026132575,Porter
331,0.01895985942284354,0.0,Porter
332,0.009446923222025375,0.0003669779187575008,Porter
333,0.01925307937485572,0.0,Porter
334,0.012104622254173027,0.00043141658096396406,Porter
335,0.01610561091137571,0.0076611193468743444,Porter
336,0.021654955858182875,0.0015384718433227409,Porter
337,0.0167845649639006,0.007563665991759151,Porter
338,0.018923929829947814,0.004262989878343015,Porter
339,0.03992606805605991,0.0,Porter
340,0.010829282425716208,0.007743187275375888,Porter
341,0.029143166247115923,0.0,Porter
342,0.03528468109049496,0.0,Porter
343,0.02216295328453075,0.003165575151091976,Porter
344,0.017255886617155845,0.0020244464429635236,Porter
345,0.010444455395963729,0.006147840401463339,Porter
346,0.007413678844742102,0.0009790496757158145,Porter
347,0.006127031845937064,0.006068117790210795,Porter
348,0.01823389818970491,0.005811627874942543,Porter
349,0.027965290045171853,0.004815174090073562,Porter
350,0.02465089392176814,0.008143130476671223,Porter
351,0.01269772645049873,0.003809554449744675,Porter
352,0.04268507693704862,0.008808099993110956,Porter
353,0.021493262217102536,0.0,Porter
354,0.029069098146688233,0.00434926261452689,Porter
355,0.00806483842257169,0.005092696192863794,Porter
356,0.014487367478994505,0.00011147757304189188,Porter
357,0.019547255327824763,0.0,Porter
358,0.016688441191338672,0.022277015374310306,Porter
359,0.0005425845931448971,0.0014983360665217329,Porter
360,0.03483308886530755,0.01378080876916077,Porter
361,0.023754241797758317,0.00984912809177882,Porter
362,0.03093165410028287,0.0,Porter
363,0.022358618196398672,0.004004358863541521,Porter
364,0.029994233338016898,0.0,Porter
365,0.015591791242709358,0.0,Porter
366,0.024357800866755427,0.0,Porter
367,0.026514252726604518,0.00010902518628059843,Porter
368,0.03166680656602621,0.0,Porter
369,0.03673545355349743,0.0008115191829278556,Porter
370,0.025401783623079884,0.0,Porter
371,0.020120802043829662,0.003255607432210053,Porter
372,0.013197360791872406,0.004084403139942123,Porter
373,0.022820778927911085,0.0,Porter
374,0.016115888850956005,0.010308167430892577,Porter
375,0.006105769561734722,0.0010308772422760386,Porter
376,0.017776484092021518,0.0057958308107670465,Porter
377,0.02436667684209662,0.0,Porter
378,0.0039277053597425214,0.004035822063638813,Porter
379,0.024565815381395243,0.0,Porter
380,0.031220056341919187,0.0,Porter
381,0.02176068907477417,0.001857660535150672,Porter
382,0.014640136854972204,0.0068699900745135545,Porter
383,0.019628461194023082,0.0077498089118798906,Porter
384,0.012504578202578606,0.002918170014211558,Porter
385,0.019480102399510705,0.0,Porter
386,0.03310176529226889,0.0,Porter
387,0.023768688444939606,0.006260967695177537,Porter
388,0.030647965270636058,0.0,Porter
389,0.014980608931530278,0.0,Porter
390,0.018188016312878537,0.00818558811386314,Porter
391,0.011989042847408872,0.002175474515086623,Porter
392,0.036926782410106114,0.0029421742051173134,Porter
393,0.028383211122660533,0.0,Porter
394,0.021843341061985013,0.0023654287225529885,Porter
395,0.022049663157675155,0.007338340482376863,Porter
396,0.009655895583712099,0.005107472072900246,Porter
397,0.006298494142812128,0.003310611356549286,Porter
398,0.021166472205508078,0.0,Porter
399,0.009983706720118531,0.007906439835417224,Porter
400,0.002027915830918524,0.017431594073023412,Porter
401,0.007578871131023318,0.0022405966490451983,Porter
402,0.031019835999162897,0.0,Porter
403,0.018117909669691686,0.0,Porter
404,0.00881599691667533,0.009656914604394539,Porter
405,0.013683971835878158,0.0,Porter
406,0.014935179476335481,0.0005645030324567643,Porter
407,0.014537499449001307,0.008849618745280076,Porter
408,0.021391190349438274,0.0,Porter
409,0.010327035181991599,0.002187080649936239,Porter
410,0.006916830599902855,0.0013108685146630554,Porter
411,0.010259016909335665,0.010496404162504242,Porter
412,0.024627969948692357,0.011573177528938997,Porter
413,0.016475758808028595,0.0,Porter
414,0.01789250506701904,0.005682598312957576,Porter
415,0.014987465735689742,0.004450345293813828,Porter
416,0.02802533516031831,0.0,Porter
417,0.008322204294616076,0.0013951416894559597,Porter
418,0.008895519111661932,0.0,Porter
419,0.023831134653899654,0.01654874046099046,Porter
420,0.01001233156528056,0.0012090404618328643,Porter
421,0.014090545668531877,0.008705326214594205,Porter
422,0.015010610807891662,0.004080197518570846,Porter
423,0.018857621038664743,0.002674465820490878,Porter
424,0.021731700761272683,0.0,Porter
425,0.012282141767865932,0.0,Porter
426,0.012889697755010837,0.0025357992909025547,Porter
427,0.026095007790509193,0.0022193463803185593,Porter
428,0.027962171068871132,0.0,Porter
429,0.015498401505906777,0.009884745483500624,Porter
430,0.023157049117338045,0.001253650523743746,Porter
431,0.010620754641854156,0.008397233459602313,Porter
432,0.025814875351658623,0.0028956144771199867,Porter
433,0.027420307334652352,0.0,Porter
434,0.020263003084244963,0.007840601816890693,Porter
435,0.01921192277208377,0.0,Porter
436,0.007222502910778031,0.004203495498918207,Porter
437,0.0050070424420889745,0.002318916176598136,Porter
438,0.025924971492157254,0.0,Porter
439,0.025230881852980606,0.004472690510857633,Porter
440,0.015943414695566677,0.007999376648204189,Porter
441,0.03295503441820849,0.0,Porter
442,0.006029847823848821,0.00018280252091696844,Porter
443,0.021346935480636424,0.009584526582311747,Porter
444,0.015562811632953881,0.012968701044333803,Porter
445,0.026956773022936024,0.0,Porter
446,0.025782503925335338,0.00032895533203861673,Porter
447,0.014881325106788742,0.006748173015564803,Porter
448,0.01494737141594986,0.0,Porter
449,0.019122687382975418,0.0,Porter
450,0.011068561957827062,0.006106788795889018,Porter
451,0.013109249785165575,0.0019669991566981337,Porter
452,0.02129549449827546,0.0,Porter
453,0.009989991652953186,0.01077974244697253,Porter
454,0.028340657854791288,0.0,Porter
455,0.007462240858399194,0.0,Porter
456,0.02122092026137151,0.006884725085934941,Porter
457,0.011462804388470815,0.010076281763762384,Porter
458,0.02195547979324514,0.00036147681225628584,Porter
459,0.02948575290366827,0.005527852787457733,Porter
460,0.023772257851936256,0.0,Porter
461,0.030840483779327216,0.0013841962186469856,Porter
462,0.023850802521872827,0.0,Porter
463,0.007085970216865254,0.004718840270747947,Porter
464,0.025699838696126347,0.0,Porter
465,0.020561327198351204,0.0020209916449007758,Porter
466,0.014151249975417378,0.014401487732485067,Porter
467,0.025592517053241035,0.007513046795053675,Porter
468,0.0024050385513600687,0.008928187559043982,Porter
469,0.03688914407314778,0.0,Porter
470,0.024823992119045887,0.0051685455140529505,Porter
471,0.008577715854154434,9.949283543933037e-06,Porter
472,0.027267388121918222,0.01876900676619244,Porter
473,0.017213939329718285,0.004119351347289088,Porter
474,0.019394579070863335,0.0016814404233655915,Porter
475,0.02676417456104443,0.0,Porter
476,0.02069727344315631,0.012424010085844709,Porter
477,0.018217955012100783,0.0012493561848218172,Porter
478,0.019365617093783868,0.013020048002595515,Porter
479,0.020281311508908193,0.005129363100644093,Porter
480,0.02223977517217191,0.0036564564645857668,Porter
481,0.026256893955505605,0.0035719848436638114,Porter
482,0.03709038624971629,0.0014648002494398703,Porter
483,0.011825753352867655,0.0,Porter
484,0.01990948793648985,0.013802934340492255,Porter
485,0.021716481003488726,0.0,Porter
486,0.004440058216425728,0.0009208444350950069,Porter
487,0.021852921723408424,0.010195385718111353,Porter
488,0.034086990011430854,0.0,Porter
489,0.007169302157849081,0.012290460163168225,Porter
490,0.02671528619835285,7.143286277788809e-05,Porter
491,0.006099034548596117,0.0027724517140230273,Porter
492,0.007728277725106737,0.001344119409932022,Porter
493,0.034229968836735576,0.0,Porter
494,0.0063122101005165555,0.0019404839347197996,Porter
495,0.015577107211909897,0.004844221082342286,Porter
496,0.003526214889444609,0.001066760643158071,Porter
497,0.015755854905087588,0.01607893743822637,Porter
498,0.014347259712497168,0.0008734916664625588,Porter
499,0.011376763724254588,0.0065190643828795854,Porter
500,0.005546407402956175,0.001533305767516048,Porter
501,0.010076317870975867,0.0,Porter
502,0.03159917769382344,0.0045840598869022345,Porter
503,0.01609880477127751,0.0032238220202646046,Porter
504,0.020103013380672132,0.0073640096649252315,Porter
505,0.03317225857916391,0.0,Porter
506,0.021491646986069417,0.004765804411711495,Porter
507,0.014582821785428137,0.0,Porter
508,0.013714824769892917,0.0,Porter
509,0.025986697426785242,0.00219128663578506,Porter
510,0.01462271197438417,0.00948632748713398,Porter
511,0.014163240187783479,0.011798306346713085,Porter
512,0.017567602945188252,0.0,Porter
513,0.026818942655175745,0.006741695572388445,Porter
514,0.02617174508539412,0.0026144673175321257,Porter
515,0.028237739930281936,0.0,Porter
516,0.01494475871508419,0.0026290922874199815,Porter
517,0.012024196002895731,0.0007178422026299129,Porter
518,0.025127642993122437,0.0,Porter
519,0.029657896246584523,0.001985889496639331,Porter
520,0.019741348276005675,0.005241445034169413,Porter
521,0.008062989445731599,0.021767710249525316,Porter
522,0.013665864932328225,0.004125440018197552,Porter
523,0.012332425621468416,0.004632325643739579,Porter
524,0.006157509032079424,0.0,Porter
525,0.00833671447546939,0.005481169059473596,Porter
526,0.03081635548791945,0.0,Porter
527,0.027098756770895734,0.007031992869929457,Porter
528,0.018854151283806627,0.0033912624111328785,Porter
529,0.015171961456296174,0.010453619043248513,Porter
530,0.018164357523080425,0.01075858200401588,Porter
531,0.012192700518059976,0.006598314719466828,Porter
532,0.01885983830998945,0.0007835749827892492,Porter
533,0.0003880836980257594,0.0006791289093146205,Porter
534,0.008164369599488146,0.0,Porter
535,0.031790045228328276,0.0,Porter
536,0.007353252068508756,0.0062302413876412915,Porter
537,0.012353774891943411,0.007037507041300251,Porter
538,0.014150885512919098,0.007836049555262698,Porter
539,0.023942466656825524,0.00498185838813048,Porter
540,0.01646594228314482,0.008921834535696034,Porter
541,0.0123205724403108,0.0,Porter
542,0.018666135566166454,0.008089665778252927,Porter
543,0.00893730012910071,0.0005622701771292004,Porter
544,0.01732637529108215,0.012411084227242315,Porter
545,0.004984315168156767,0.0006297145382528836,Porter
546,0.020170649113314062,0.007938854480766125,Porter
547,0.012788710557202373,0.0,Porter
548,0.02345622651604591,0.0031506078427293526,Porter
549,0.015196208223813734,0.0,Porter
550,0.014749471598418608,0.0010941433300529152,Porter
551,0.03337898700368734,0.0,Porter
552,0.006799019885264585,0.0024238672655763115,Porter
553,0.01441114273054824,0.0,Porter
554,0.021270193513890933,0.00018658896194570753,Porter
555,0.021349422042664518,0.007974272442421809,Porter
556,0.025607387741115734,0.002939902443776396,Porter
557,0.02668345956447628,0.004508730816364419,Porter
558,0.015038090783496579,0.0,Porter
559,0.01654244283045849,0.00265004124782376,Porter
560,0.012808854739278631,0.00460438258618304,Porter
561,0.008019129004295723,0.012682921435739713,Porter
562,0.030240617131569465,0.0020524187242547324,Porter
563,0.016363868392296293,0.0053212855654864825,Porter
564,0.01723006975499975,0.01211356923230597,Porter
565,0.029913566969973007,0.009632632607020722,Porter
566,0.023153707412387634,0.0,Porter
567,0.031241113094644224,0.005231453312857708,Porter
568,0.011976017428905871,0.0,Porter
569,0.04460185327975255,0.0,Porter
570,0.024757101070394565,0.0,Porter
571,0.017259761603304016,0.0023047424565224425,Porter
572,0.02115972969215223,0.0,Porter
573,0.033567459558908656,0.0,Porter
574,0.021666725415653166,0.002083739462315628,Porter
575,0.019497446482491604,0.009681028180187394,Porter
576,0.021710699402614417,0.0,Porter
577,0.007059144078867799,0.01337741076273092,Porter
578,0.0266627659809053,0.0,Porter
579,0.007571871113907812,0.0065050497030033185,Porter
580,0.01590235423149071,0.011593522202446218,Porter
581,0.004010703927090494,8.773423338070522e-05,Porter
582,0.014229829082245191,0.012027972669920575,Porter
583,0.024048643160693977,0.0034672258688197405,Porter
584,0.011919666470848448,0.002558464097885153,Porter
585,0.025480705133767448,0.0,Porter
586,0.024182562372526323,0.010008549487441423,Porter
587,0.01774355826004024,0.006453009784124952,Porter
588,0.037736089646758536,0.0,Porter
589,0.025652999145451487,0.001184676746409036,Porter
590,0.020780952024397236,0.0,Porter
591,0.015294757653203945,0.009324617242734262,Porter
592,0.025237909163532406,0.0,Porter
593,0.023967134433295036,0.0076061689108795506,Porter
594,0.004526035871727964,0.005612362954148997,Porter
595,0.018606118851406953,0.008272689423856786,Porter
596,0.04119029533335598,0.0,Porter
597,0.023047981711052663,0.0,Porter
598,0.01085094106854606,0.01364412390851626,Porter
599,0.02710864656022847,0.0,Porter
600,0.024703218761249836,0.011409142932479861,Porter
601,0.025640384148688102,0.0017904322107352914,Porter
602,0.014377245838394958,0.014918778702825498,Porter
603,0.02120604172659281,0.0046249792196433855,Porter
604,0.01696509685094792,0.009489496068806587,Porter
605,0.025797916403595172,0.0,Porter
606,0.008227646349165688,0.007923987702894196,Porter
607,0.03229713203660201,0.00163642850828167,Porter
608,0.023088904003270197,0.021378061213891464,Porter
609,0.023325359706262077,0.0,Porter
610,0.013830766895477811,0.0,Porter
611,0.005542990369139066,0.007193218043899131,Porter
612,0.0003772401595559696,0.0029518191240339806,Porter
613,0.026166782797364854,0.00025391392061744077,Porter
614,0.0064801703130072915,0.003289981114465744,Porter
615,0.01771728407043789,0.0007984745831657177,Porter
616,0.021384802257176316,0.0,Porter
617,0.020729285476371324,0.0042265621394527225,Porter
618,0.008866071070919971,0.001056748349370822,Porter
619,0.020450426789561726,0.009316423220378218,Porter
620,0.020704394512305862,0.014720574355426166,Porter
621,0.015207623811227904,0.011486089543262799,Porter
622,0.011726018799624191,0.007070023950842022,Porter
623,0.019312387357233732,0.012630182476811238,Porter
624,0.030642656057525412,0.005191129031942153,Porter
625,0.02314326931256203,0.00877453988143722,Porter
626,0.012353754957598087,0.0,Porter
