,0,1,2,3,4,style_name,top_topic
0,0.0013144365764206662,0.2959329358804798,0.45682736628627796,0.0013163954903119693,0.24460886576650964,American Pale Lager,2
1,0.0004110747635812179,0.0004072643645526841,0.00041305612140269716,0.00041562438079618757,0.9983529803696672,American Pale Lager,4
2,0.004936640058902054,0.004945648927746969,0.004887793765677029,0.6164302149306866,0.36879970231698733,American Pale Lager,3
3,0.00236418576383132,0.4280612923641384,0.38254026692857457,0.0023816908473420317,0.1846525640961137,American Pale Lager,1
4,0.0008133699141670131,0.0008021414036922599,0.0008052132599267746,0.4674174117411185,0.5301618636810954,American Pale Lager,4
5,0.0032858425163885424,0.4644147437345803,0.0032835360160923437,0.003281613726462921,0.5257342640064759,American Pale Lager,4
6,0.0008193279144049283,0.0008189213695820132,0.9966960324956268,0.000840330883383488,0.0008253873370027299,American Pale Lager,2
7,0.0009952197351249998,0.43368360408266926,0.5147910938133015,0.04953763054000636,0.0009924518288978131,American Pale Lager,2
8,0.0016005255366726328,0.3746120562445962,0.3113841048243509,0.3107557718764373,0.0016475415179429988,American Pale Lager,1
9,0.000688151943701341,0.000684493103553032,0.20838078913271693,0.11711164197631942,0.6731349238437093,American Pale Lager,4
10,0.001167577850626667,0.001157673741734559,0.0011701756037073151,0.9953260090480206,0.0011785637559108561,American Pale Lager,3
11,0.00044470232024781167,0.0004349716864508979,0.00043619704563022387,0.06802829328485502,0.930655835662816,American Pale Lager,4
12,0.23300550957090363,0.08654256231313846,0.31681301763256153,0.3330982764999747,0.030540633983421706,American Pale Lager,3
13,0.0013735866917409599,0.0013606500498166486,0.0013587975667066824,0.001381953097672757,0.994525012594063,American Pale Lager,4
14,0.0010531868203259003,0.0010475229414795648,0.8149729889953246,0.181872793596765,0.0010535076461051177,American Pale Lager,2
15,0.0006266379707899961,0.06851664186646624,0.0006092378959448499,0.9296275164485526,0.0006199658182464194,American Pale Lager,3
16,0.5432734349194436,0.0020416903769799794,0.19065648044488723,0.0020372552403759613,0.26199113901831333,American Pale Lager,0
17,0.0008258174366235883,0.0008354128737581672,0.32966022262644235,0.44002817522923116,0.22865037183394477,American Pale Lager,3
18,0.02595866378803023,0.1658340555683721,0.001062984984995561,0.5081013303408328,0.2990429653177693,American Pale Lager,3
19,0.0015678934835690315,0.001558883190015714,0.0015708675609288206,0.9937017216168679,0.0016006341486185895,American Pale Lager,3
20,0.0020602461898009527,0.0020566209862267074,0.0020561995570872096,0.002058094869199512,0.9917688383976856,American Pale Lager,4
21,0.0011019763878511405,0.2748614532114595,0.001112266005209701,0.38006714251324647,0.34285716188223325,American Pale Lager,3
22,0.0005226118044410441,0.0005259475972171469,0.0005220662989054524,0.0005288024288427739,0.9979005718705937,American Pale Lager,4
23,0.0036742905370151973,0.0036569295641871607,0.9853360159797663,0.0036712570765781018,0.0036615068424533086,American Pale Lager,2
24,0.0018839004466686953,0.0018802853255571327,0.9924069796881521,0.0019099956068942647,0.0019188389327277975,American Pale Lager,2
25,0.0036597773840565473,0.0036608594093769545,0.003660229868767716,0.0036575348217716824,0.9853615985160271,American Pale Lager,4
26,0.00335522189222188,0.00341841494942523,0.2961092349619022,0.22898937776733852,0.4681277504291121,American Pale Lager,4
27,0.059526876306514286,0.0012538268792106947,0.9367049068646972,0.0012579590596086426,0.0012564308899692227,American Pale Lager,2
28,0.18550879355093453,0.0026431782065113965,0.0746926060064237,0.002683078977439036,0.7344723432586913,American Pale Lager,4
29,0.0005754128695687819,0.2698466265329607,0.0005810455011995562,0.522608592638524,0.20638832245774702,American Pale Lager,3
30,0.0014297134562390288,0.0014249850817332195,0.2803263715504558,0.71539064719447,0.0014282827171018366,American Pale Lager,3
31,0.000561967828941296,0.0005618308422543854,0.000567317867327313,0.0005630016036426581,0.9977458818578343,American Pale Lager,4
32,0.000994970740262811,0.0009940197828015845,0.9960083450870127,0.0010029826561905337,0.0009996817337323024,American Pale Lager,2
33,0.0012945861096011293,0.05798626706993704,0.0012974903316968285,0.563604994514077,0.37581666197468816,American Pale Lager,3
34,0.0006904120274060806,0.14567479525992977,0.0006895035421126045,0.0007025058180595177,0.852242783352492,American Pale Lager,4
35,0.0017192632279048141,0.0017139390263798215,0.0017145791391201429,0.0017113905739378223,0.9931408280326575,American Pale Lager,4
36,0.561010104166376,0.0004238255257135652,0.09928139697448614,0.3388562538373706,0.0004284194960537668,American Pale Lager,0
37,0.14266017868028627,0.0005811437064372956,0.000585524717145771,0.000581156733655644,0.855591996162475,American Pale Lager,4
38,0.0011594449055126533,0.001157420198846837,0.04040478276943799,0.0011664987292436802,0.9561118533969588,American Pale Lager,4
39,0.0025498889468092297,0.0025553995321081916,0.00255197490633441,0.9897792997988194,0.0025634368159289374,American Pale Lager,3
40,0.0019737287794753763,0.0020062756745543226,0.001972349011891443,0.992066075858799,0.0019815706752798192,American Pale Lager,3
41,0.0010052629837633352,0.0010042917649254037,0.9959770025100959,0.001006639920586747,0.001006802820628573,American Pale Lager,2
42,0.0015251610552001356,0.001526666537152397,0.9938779805134718,0.0015280022472501063,0.0015421896469256988,American Pale Lager,2
43,0.0014769736846613301,0.001476367914477558,0.9940711434559749,0.001491872660177724,0.001483642284708372,American Pale Lager,2
44,0.002715017511837281,0.002715017421133852,0.989134526739083,0.0027154876993089336,0.002719950628636877,American Pale Lager,2
45,0.0026368743946270294,0.002636874340400534,0.9894073960717324,0.0026374889072640828,0.0026813662859760724,American Pale Lager,2
46,0.005614437073446102,0.005617104877077274,0.005611419528065935,0.005609072779170439,0.9775479657422403,American Pale Lager,4
47,0.004130836047368817,0.004130848618590863,0.8621497472459083,0.004154373099279939,0.12543419498885197,American Pale Lager,2
48,0.19164460886783893,0.0012712140676623624,0.0012741021656843391,0.0012683798052129502,0.8045416950936014,American Pale Lager,4
49,0.00316248583447518,0.0031624855713782906,0.9872684795879265,0.003209076044549387,0.003197472961670704,American Pale Lager,2
50,0.07854778041747622,0.00046646198752766066,0.00047163682855343506,0.23012530422044897,0.6903888165459937,American Pale Lager,4
51,0.0017399747376166139,0.0017440739560705663,0.0017509177331813668,0.7689785579105227,0.22578647566260868,American Pale Lager,3
52,0.3265157535891837,0.22118817063823018,0.14313453470724147,0.0010009258884886376,0.30816061517685606,American Pale Lager,0
53,0.00034310030990772626,0.2739241839674133,0.02170158277661335,0.5309920007786297,0.1730391321674359,American Pale Lager,3
54,0.6225431230898636,0.0007367373536782029,0.0007400707499205423,0.3752379501437133,0.0007421186628243535,American Pale Lager,0
55,0.004485400531645115,0.00448539955894017,0.8204499256011497,0.004485403306937992,0.16609387100132703,American Pale Lager,2
56,0.0013973944566600316,0.0014050072126638893,0.0014101250232656784,0.0014446001388469234,0.9943428731685634,American Pale Lager,4
57,0.00036899014791064877,0.00036253116182468617,0.00036262528694108997,0.971433129014027,0.02747272438929649,American Pale Lager,3
58,0.0014881361982311183,0.0014866888606799749,0.32654442090360797,0.001493103307971427,0.6689876507295095,American Pale Lager,4
59,0.0015465488705501936,0.0015463112949045182,0.7112397044886763,0.0015579112904639287,0.2841095240554051,American Pale Lager,2
60,0.002132433989710931,0.0021278332512028064,0.002128187849408737,0.12610619863979283,0.8675053462698846,American Pale Lager,4
61,0.0012604041278484407,0.0012497014903053215,0.0012644057514134342,0.0012709273910610688,0.9949545612393718,American Pale Lager,4
62,0.0030134367333886037,0.0030217931517840437,0.0030575750473993647,0.1918894949994776,0.7990177000679504,American Pale Lager,4
63,0.0010578492835330996,0.4378649408631659,0.331862842297577,0.22814667238183564,0.0010676951738884332,American Pale Lager,1
64,0.0020144334878643743,0.07374409076106307,0.00198519021309712,0.001988180069319434,0.920268105468656,American Pale Lager,4
65,0.004742518100020821,0.00474152797695121,0.004805640192225188,0.6551638641754437,0.33054644955535906,American Pale Lager,3
66,0.0006062282229038421,0.0006134896366891572,0.0006076466167697759,0.05808635484723831,0.9400862806763989,American Pale Lager,4
67,0.07825128650739913,0.00093905001906536,0.91889526509348,0.0009544981850069466,0.0009599001950485567,American Pale Lager,2
68,0.000578219661295628,0.0005679221075818805,0.0005702905859951339,0.2523520991207681,0.7459314685243592,American Pale Lager,4
69,0.06592385083900204,0.0012348643852770553,0.859930779149535,0.0012579981452109552,0.07165250748097508,American Pale Lager,2
70,0.006404491579778135,0.006411028876137058,0.00643194630332937,0.006414884738620948,0.9743376485021344,American Pale Lager,4
71,0.5078465710246254,0.0009573526341412344,0.0009647248060483225,0.12787348639281879,0.36235786514236623,American Pale Lager,0
72,0.0011213928495764594,0.0011198078119380314,0.14174145782847702,0.8548881546943146,0.0011291868156939595,American Pale Lager,3
73,0.0006644873937511054,0.0006603045149745901,0.174409276904701,0.7468136635069678,0.07745226767960564,American Pale Lager,3
74,0.6482116922086416,0.0025939504862427286,0.0025923172031830383,0.09712005901842136,0.2494819810835114,American Pale Lager,0
75,0.000691956569417472,0.0006926605163151997,0.0006953088506654626,0.0006959660340815599,0.9972241080295202,American Pale Lager,4
76,0.00023703485635699956,0.00023806642147453322,0.9990420154588983,0.00023882460634481578,0.00024405865692529862,American Pale Lager,2
77,0.0007753164233120894,0.06778514680176412,0.37073904138530883,0.4096152525978719,0.15108524279174304,American Pale Lager,3
78,0.46139965335132466,0.0017973115177482679,0.0017973633780170915,0.44304944934146906,0.09195622241144091,American Pale Lager,0
